company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Janne Olsson Gräv o Planering AB,5565223053,2,51,Olsson; Jan Olof William,2,0,Janne Olsson Gräv o Planering AB|Janne Olsson Gräv o Planering
Smide & Montage i Edane Aktiebolag,5590879945,3,45,Berginge; John Christian,1,4,Smide & Montage i Edane Aktiebolag
Bäckmans Mur och Eldstäder Aktiebolag,5569821605,4,54,Bäckman; Karl Gunnar,3,1,Bäckmans Mur och Eldstäder Aktiebolag|Bröderna Bäckmans Stenhuggeriaktiebolag|Bäckmans stenhuggeri i Karlstad AB
Bergkvist Mur & Kakel AB,5569345712,2,60,Bergkvist; Håkan Per Gustav,1,1,Bergkvist Mur & Kakel AB
FallTerm AB,5569111452,3,64,Börjesson; Pär Mikael,10,10,Västvärmlands LBC AB|SÅIFA i Värmland Aktiebolag|Grusmaterial i Värmland AB|Östervallskogs Allteknik AB|Håltebyns Grus Aktiebolag|Rubens Kross AB|FallTerm AB|Grusdirekt i Värmland AB|Arvika lastbilcentral ek.för.|Charlottenbergs LBC ek för
VVS-Arbeten i Torsby AB,5565393021,2,51,Kalnaes; Ulf,4,0,Torsby VA AB|VVS-Arbeten i Torsby AB|Vasserud Fastigheter AB|UK Gruppen AB
El-kontroll Hammarö AB,5569791717,2,58,Breitkreuz; Pierre Henrik,1,0,El-kontroll Hammarö AB
Bo Design Värmland AB,5568775034,2,65,Kulläng; Marie Lovise,1,11,Bo Design Värmland AB
SWEGLOBE AB,5590617402,2,40,Nilsson; Stig Fredrick,2,0,Sweglobe Solutions AB|SWEGLOBE AB
Brobergs Svets & Plåt i Karlstad AB,5565310652,3,51,Broberg; Carl Patrik,4,3,PBAB Svets & Portservice Aktiebolag|Brobergs Svets & Plåt i Karlstad AB|PBAB Fastigheter AB|Brobergs Holding AB
Henrik Olsson Schakt & Planering AB,5569148421,2,44,Olsson; Lars Henrik Andreas,2,0,Henrik Olsson Schakt & Planering AB|Henrik Olsson Schakt och planering
STAB Kraft & Entreprenad AB,5569501546,3,53,Eriksson; Stig Lennart,1,2,STAB Kraft & Entreprenad AB
STAB Kraft & Entreprenad AB,5569501546,3,53,Eriksson; Thomas Lennart,1,0,STAB Kraft & Entreprenad AB
Watt Elteknik Värmland AB,5590473590,2,51,Klarström; Lennart Per Olof,3,0,Watt Elteknik Värmland AB|Elcentershop AB|El-Center Lennart Klarström Aktiebolag
Sunne Glasmästeri AB,5591028393,3,42,Grönqvist; Anders Markus,2,0,Bostadsrättsföreningen Skäggeberg|Sunne Glasmästeri AB
Killstad Entreprenad AB,5569001836,3,59,Levein; Bo Leif,3,4,Gravendals Kraftverks AB|Killstad Entreprenad AB|Hättsjön Förvaltning AB
Åna Jordbruk & Entreprenad AB,5569473266,2,45,Sandberg; Per Valdemar,1,0,Åna Jordbruk & Entreprenad AB
Måleri & Byggmiljö i Kil AB,5591079511,2,46,Hagström; Ulf Peter,3,0,KILFOM i Värmland AB|Måleri & Byggmiljö i Kil AB|P. Hagström byggmontage
Nässundets Rör & Reparation AB,5567610638,2,50,Johansson; Stefan Per Anders,1,0,Nässundets Rör & Reparation AB
Webbplatsen i Sverige AB,5565634945,3,48,Homrighausen; Hanns Joaquim,2,5,Webbplatsen i Sverige AB|ComxSentio AB
Rivstart Sverige AB,5590712849,3,52,Kolstad; Kjell Jörgen,2,7,Rivstart Sverige AB|Nyeds Fastigheter AB
Perssons Grävmaskiner i Tolita Aktiebolag,5560755232,3,58,Persson; Leif Arne Einar,1,1,Perssons Grävmaskiner i Tolita Aktiebolag
John-Anders Ålander Byggnads AB,5568278526,2,63,Ålander; John Anders Gustav,2,4,Årbottens fiberkanalisation ekonomiska föreningen|John-Anders Ålander Byggnads AB
Lövåker Bygg & Entreprenad AB,5591191852,2,45,Lövendal; Patrick Andréas,4,13,Lövendals Entreprenad AB|Lövåker Schakt i Norge AB|Lövåker Bygg & Entreprenad AB|Lövåker Schakt AB
CGMG Concrete AB,5591476188,3,36,Gwiazda; Marek Rajmund,1,3,CGMG Concrete AB
Kiiveri Climate Support AB,5569378929,2,40,Kiiveri; Markku Andreas,1,6,Kiiveri Climate Support AB
Kiiveri Climate Support AB,5569378929,2,40,Kiiveri; Katarina,1,3,Kiiveri Climate Support AB
Elkontakt i Karlstad AB,5590689211,2,43,Johansson; Lars Stefan,3,0,S. Johansson Holding AB|Elkontakt i Karlstad AB|Suncity Holding AB
Odheims Bygg AB,5568690936,2,62,Odheim; Jesper Daniel,1,1,Odheims Bygg AB
Reconsil AB,5568275548,4,64,Ljungberg; Bo Anders,3,3,Gunilla Ljungberg Finans AB|Anders Ljungberg Finans AB|Reconsil AB
Reconsil AB,5568275548,4,64,Gustafsson; Sten Marcus,3,4,Sofia Gustafsson Höglund Finans AB|Marcus Gustafsson Finans AB|Reconsil AB
Montera i Storfors Bygg AB,5592063142,3,58,Granberg; Kurre Kurt Ove,1,4,Montera i Storfors Bygg AB
Intro AB,5563736817,4,53,Andersson; Leif Torbjörn,2,1,Intro AB|Wermlands Humle AB
Intro AB,5563736817,4,53,Johnsen; Eddie Holmboe,1,0,Intro AB
Lysås Bygg AB,5590463088,4,38,Olsson; Ove Staffan,1,2,Lysås Bygg AB
ACAT Bygg och Entreprenad AB,5592063860,2,45,Leélle; Curt Sune,6,13,Acat Handel AB|Västbygg i Kristinehamn AB|ACAT Bygg och Entreprenad AB|Acat Fastighets AB|ACAT Bygg AB|Acat Invest AB
Byggmästare Eriksen AB,5567337307,2,50,Eriksen; Öyvind,3,26,THT Holding Aktiebolag|Byggmästare Eriksen AB|Bostadsrättsföreningen Trotakan
Sustainacon Sweden AB,5591657902,2,47,Andersson; Per Anders Stefan,3,3,Hälsokällan Träning Värmland AB|Hållbart byggande i Värmland service AB|Sustainacon Sweden AB
ABC Engineering One AB,5591199541,3,51,Winberg; Christer Patric,9,8,ABC Solutions AB|ABC Solutions Sydsverige AB|ABC Solutions Nordost AB|ABC Solutions Västsverige AB|ABC Engineering One AB|Back to better Fitness AB|A Växter AB|Padelhallen i Arvika Fastighets AB|Beer by Winberg
Lindesbergs Elinstallationer i Bergslagen AB,5591719017,2,54,Gyllander; Lars Allan Robert,5,3,Vänerkyl Aktiebolag|Lindesbergs Elinstallationer i Bergslagen AB|Eldata Consult Enterprise AB|Eldata i Kristinehamn|Kommanditbolag Gräsmattan 7
GMH Industrimontage AB,5591918387,3,42,Mäkinen; Kenneth Karl Göran,2,2,GMH Industrimontage AB|Geijersholms såg & träteknik
GMH Industrimontage AB,5591918387,3,42,Hänninen; Tomas Mattias,1,0,GMH Industrimontage AB
Jakobssons Skogstransporter i Torsby AB,5566851589,2,75,Jakobsson; Ulf Anders Jakie,1,1,Jakobssons Skogstransporter i Torsby AB
Markmiljö Olle Warodell AB,5567607055,2,68,Warodell; Bengt Olof,1,1,Markmiljö Olle Warodell AB
Bertil Nilerud Aktiebolag,5560684663,4,65,Nilerud; Ulf Bertil,1,5,Bertil Nilerud Aktiebolag
KARLSTAD MURNINGSTJÄNST Aktiebolag,5564134392,2,63,Larsson; Nils Erik,1,1,KARLSTAD MURNINGSTJÄNST Aktiebolag
Karlstad Elprojekt AB,5591947501,3,44,Eriksson; Sven Joacim,3,3,MätByrån AB|Karlstad Elprojekt AB|24rental Mitt AB
VVS Koncept Karlstad AB,5591507032,2,34,Gustafsson; Alexander Glenn Sören,2,0,Husmontage i Wermland Aktiebolag|VVS Koncept Karlstad AB
Sunnemo Entreprenad Aktiebolag,5590535471,2,50,Johansson; Björn Henrik,1,1,Sunnemo Entreprenad Aktiebolag
Grävskopans Entreprenad i Värmland AB,5565929832,2,61,Larsson; Hans Roine,8,4,Grävskopans Entreprenad i Värmland AB|Kenroi AB|Ekonomisk förening Ugnen 4|Rossi Holding AB|Markinvest Sälen AB|Markinvest Storagegruppen Karlstad 2 AB|Bråtebäcken 1:6 ekonomisk förening|Bostadsrättsföreningen Sälen Business Suites
Brunzells Mark & Montage AB,5590102322,2,58,Fryklund; Lina Marie,2,1,Brunzells Mark & Montage AB|RELAX Hud Kropp MakeUp i Karlstad
Ckm Scaff Group AB,5590457130,3,41,Andersson; Göran Mattias Kristoffer,1,1,Ckm Scaff Group AB
Stora Backa Tak och Rödfärgning AB,5590682281,2,47,Berndtsson; Zach Erik Kenny,1,2,Stora Backa Tak och Rödfärgning AB
Bo Döre AB,5569417032,2,51,Christensen; Bo Ernst,2,0,Bo Döre AB|Bo Döre
Glasservice i Kristinehamn AB,5567494348,3,50,Spelling; Anders Eric,2,3,Kristinehamn Nebulosan AB|Glasservice i Kristinehamn AB
AXELSSONS HYDRAULIK Aktiebolag,5564355104,2,49,Axelsson; Karl Johan Lennart,1,0,AXELSSONS HYDRAULIK Aktiebolag
Bäckstrand Teknik AB,5569460990,2,69,Bäckstrand; Carl-Axel Charlie,3,5,Bäckstrand Teknik AB|Bäckstrand Information Kommanditbolag|Bäckstrand Invest Kommanditbolag
A Skorstenar i Kristinehamn AB,5568595838,2,41,Skagersten; Stig Peter,1,1,A Skorstenar i Kristinehamn AB
Lärkängen Group AB,5591332308,3,44,Johansson; Rolf Tommy,8,2,Lärkängens Bygg & Entreprenad AB|AT Fjällgruppen AB|TKE Bemanningskompetens AB|Lärkängen Group AB|Lärkängens Konsult & Fastighets AB|Warpnäs Svets & Entreprenad AB|Skandinavisk Betonghåltagning AB|Bostadsrättsföreningen Lärkängen
Plåt och Takarbeten i Arvika Aktiebolag,5563467215,2,70,Johansson; Per Arne Christer,3,0,Plåt och Takarbeten i Arvika Aktiebolag|Plåt o Takarbeten Handelsbolag|Handelsbolaget Klockaren
AÖ Schakt AB,5567229710,2,44,Örstrand; Anders Lennart,1,0,AÖ Schakt AB
RÖRTJÄNST L LARSSON AB,5590429857,2,62,Larsson; Lars-Robert,3,1,STAB Totalrör i Stockholm AB|IPCAB SVERIGE Aktiebolag|RÖRTJÄNST L LARSSON AB
EMTERVIKENS BYGG AB,5568483761,3,48,Wikström; Lars Gunnar,2,0,L-G Bygg|EMTERVIKENS BYGG AB
EMTERVIKENS BYGG AB,5568483761,3,48,Söderlind; Henrik Per Erik,1,1,EMTERVIKENS BYGG AB
T.E.A.M i Kil Aktiebolag,5567077085,2,49,Johansson; Sören Mattias,1,0,T.E.A.M i Kil Aktiebolag
Bysnickar'n Glava AB,5568922586,3,48,Öberg; Eje Gunnar,1,2,Bysnickar'n Glava AB
Ilanda Fastigheter AB,5563794592,3,53,Olsson; Leif Erik Johnny,9,1,Svealands Tak i Värmland Aktiebolag|Ilanda Ekonomikonsult Aktiebolag|Ilanda Fastigheter AB|Regnbågen Förvaltning AB|REdovisning KOnsultation Ilanda AB|Ilanda Förvaltning AB|Svealands Bil|Ilanda Invest AB|Göteborgsuddens Fastigheter AB
EB Construction AB,5591030027,2,42,Ugniewski; Maciej,2,0,EB Construction AB|Exklusiv Byggservice Värmland AB
Forshaga Kross AB,5566948781,2,51,Hedman; Tommy Andreas,1,1,Forshaga Kross AB
Björn Dahl Projektstyrning AB,5568646888,3,62,Dahl; Bjørn,1,10,Björn Dahl Projektstyrning AB
UBF Partner AB,5591715858,4,46,Höjer; Peter Erik Gösta,2,1,UBF Partner AB|V.I.P Höjer AB
N Svärds El & Vitvaruservice AB,5566592415,2,66,Svärd; Nils Anders,1,1,N Svärds El & Vitvaruservice AB
LA Takvård Väst AB,5590009717,2,35,Sandström; Tommy Staffan,4,5,Degerbyns Handel Aktiebolag|LA Takvård Väst AB|T Sandström AB|SANY INVEST AB
P J Liljegren AB,5566154273,2,50,Liljegren; Per Jörgen,1,3,P J Liljegren AB
Danne Karlsson Installation AB,5568289937,2,63,Karlsson; Dan Åke,1,0,Danne Karlsson Installation AB
Expand Horizons AB,5591559462,3,69,Dahl; Malte Christer,1,3,Expand Horizons AB
Expand Horizons AB,5591559462,3,69,Dahl; Eva-Lill,1,3,Expand Horizons AB
Bemko AB,5591826101,3,46,Berglund; Britta Margareta,2,0,Bemko AB|BEMKO
Anders Lindgren Bygg & Miljömontage AB,5569801227,2,69,Lindgren; Bengt Anders Harry,1,2,Anders Lindgren Bygg & Miljömontage AB
ME Elservice Arvika AB,5569326498,2,44,Eriksson; Jan Mattias,1,4,ME Elservice Arvika AB
Håltagning och Konsult i Värmland AB,5567616411,2,51,Sjöberg; Per-Olov Patrik,1,2,Håltagning och Konsult i Värmland AB
Höljes Bygg och Alltjänst AB,5591553127,4,52,Halvarsson; Leif Erland,3,1,Höljes Rallycross AB|Höljes Bygg och Alltjänst AB|LH i Höljes AB
Höljes Bygg och Alltjänst AB,5591553127,4,52,Halvarsson; Claes Magnus,2,1,Höljes Bygg och Alltjänst AB|LH i Höljes AB
Värmland fönster & interiör AB,5590950563,4,50,Lilja; Mats Åke,1,3,Värmland fönster & interiör AB
Värmland fönster & interiör AB,5590950563,4,50,Axinger; Karl Rickard,3,3,Värmland fönster & interiör AB|Bostadsrättsföreningen Sommarroparken i Karlstad|Karlstads Bostadsaktiebolag
Bofinken AB,5567136972,2,57,Kullgren; Johan Fredrik Bruno,1,0,Bofinken AB
Mikkola Bygg & Bastu AB,5569307365,2,60,Mikkola Tingvall; Seppo Kalevi,3,1,Mikkola Bygg & Bastu AB|Suzie & Seppo art of Feng Shui Handelsbolag|Suzie Picant AB
Remåker Konsulterande Ingenjörer AB,5569597072,4,55,Orre Remåker; Anna Britta Christina,2,0,Bostadsrättsföreningen Chalmersgatan 11|Remåker Konsulterande Ingenjörer AB
ord & form; Gudbrand Klaestad AB,5566361233,2,41,Klaestad; Gudbrand,1,2,ord & form; Gudbrand Klaestad AB
A R Konstruktion och Design AB,5568810245,2,70,Rundh; Rolf Anders,1,1,A R Konstruktion och Design AB
Ronjas Måleri AB,5590881529,2,44,Larsson; Ronja Maria,3,7,Ronjas Måleri AB|Bostadsrättsföreningen Mon|Ronjas måleri
Wermlands Bygg & Badrum AB,5590899364,2,36,Kelashian; Omid,1,0,Wermlands Bygg & Badrum AB
Koltorps Måleri AB,5590763115,2,50,Jansson; Ann-Sofi Margareta,1,0,Koltorps Måleri AB
Koltorps Måleri AB,5590763115,2,50,Jansson; Ulf Lennart,1,0,Koltorps Måleri AB
Mindaugas Holding AB,5591073498,1,37,Gudas; Mindaugas,2,1,Mindaugas Holding AB|Mindaugas Tjänster AB
Tigbro Service AB,5591767289,5,46,Tigér; Leif Jonas,5,2,Tigbro Aktiebolag|Husgruppen Modulsystem Jönköping AB|Tigbro Service AB|EKBRO Invest AB|Tigbro Fastighets AB
D Bertilssons byggservice AB,5568916778,2,48,Bertilsson; Dan Erik Sören,2,0,U. Bertilssons Bokföringsbyrå AB|D Bertilssons byggservice AB
Stig Carlsson Bygg & Montage AB,5569805830,2,66,Carlsson; Stig Alexis,1,2,Stig Carlsson Bygg & Montage AB
BetoTec AB,5569632564,2,52,Malmberg; Bo Gustav,2,0,BetoTec AB|BetoTec
Svensk byggkontroll & miljö AB,5590073242,2,51,Hansson; Mats Arne,2,0,Svensk byggkontroll & miljö AB|MAHBMF i Wermland
Jonas Kullgren Aktiebolag,5563170538,3,63,Kullgren; Jonas Åke Bruno,2,3,Bofinken AB|Jonas Kullgren Aktiebolag
Claudia Schmidt Bygg AB,5590751672,2,53,Schmidt; Claudia Tatjana,1,0,Claudia Schmidt Bygg AB
Peter Ahlqvist Fastighet & Industri AB,5590566203,2,60,Ahlqvist; Peter Leif Stefan,2,3,Ahlqvist Produktion AB|Peter Ahlqvist Fastighet & Industri AB
Prusik Sverige AB,5568863947,3,55,Fahlstad; Karl Peter,7,11,A K J Energiteknik Aktiebolag|Structor Värmland AB|Prusik Sverige AB|Sustinery Holding AB|Fahlstad Art AB|Fahlstad Holding AB
Eklöf&Jonsson AB,5590034780,3,52,Hansson Eklöf; Lina Marie Henrietta,2,0,Svensk byggkontroll & miljö AB|Eklöf&Jonsson AB
Fastighetsidéer i Forshaga AB,5566843479,2,61,Andersson; Karl Magnus Stefan,1,4,Fastighetsidéer i Forshaga AB
Philip Nordström Design AB,5590870266,3,45,Nordström; Philip Lars Olof,1,0,Philip Nordström Design AB
MätByrån AB,5591291439,2,47,Eriksson; Sven Joacim,3,3,MätByrån AB|Karlstad Elprojekt AB|24rental Mitt AB
Safex AB,5567929541,2,63,Kihlman; Anders Daniel,1,0,Safex AB
Allt i 1 Niclas Andersson AB,5590816772,2,47,Andersson; Ulf Niclas,3,0,Bra Bilvård i Värmland AB|MT Trading & Design AB|Allt i 1 Niclas Andersson AB
K.S. Rörservice AB,5567059497,2,45,Bergwall; Sten Patrik,2,11,Pe Be's VVS AB|K.S. Rörservice AB
Båtförvaring Karlstad AB,5568590946,3,57,Håfström; Anders Börje,1,3,Båtförvaring Karlstad AB
Söderlund Konsult i Sysslebäck AB,5590104450,2,71,Söderlund; Roy Lars Erik,1,4,Söderlund Konsult i Sysslebäck AB
Gent Project Management AB,5591949267,2,48,Gent; Andrew Raymond,1,0,Gent Project Management AB
Fernqvist arkitekter AB,5567665178,3,63,Fernqvist; Lars Erik,2,5,Fernqvist arkitekter AB|A R K I T E K T- J O U R E N                      H A N D E L S B O L A G
KSV Consulting AB,5568342595,2,70,Arn; Kent Åke,1,34,KSV Consulting AB
Klässbols Bygg Aktiebolag,5564113446,2,57,Olsson; Sven-Erik,2,3,Klässbols Bygg Aktiebolag|Arvika Toys AB
Wermland Golf och Miljö AB,5590666318,2,42,Bäckström; Per Anders,4,1,Bryngfjorden Golf AB|Sommarro Golf Aktiebolag|Wermland Golf och Miljö AB|Karlstad City Golf AB
Wermland Golf och Miljö AB,5590666318,2,42,Bäckström; Per Fredrik Andreas,1,0,Wermland Golf och Miljö AB
AB Villbättre,5590476726,4,52,Nilsson; Lars Gunnar David,2,1,AB Villbättre|Bostadsrättsföreningen Tuggelite
AB Villbättre,5590476726,4,52,Bånkestad; Gunnar Daniel,1,0,AB Villbättre
Nordisk Måleri- & Antikservice AB,5562686195,2,72,Karlsson; Hans-Göran Erland,1,0,Nordisk Måleri- & Antikservice AB
Poolpartner Värmland AB,5591180152,2,45,Solin; Per Johan,1,3,Poolpartner Värmland AB
Olsen Badrum & Fastigheter AB,5591032551,2,63,Olsen; Roger,6,6,Westra Wermlands Brunnsborrning AB|Eda Bygg & Teknik AB|Olsen Badrum & Fastigheter AB|REBO invest AB
M. Grahls Konsult AB,5564443520,2,44,Grahl Johansson; Eva Madeleine,2,6,M. Grahls Konsult AB|MGK Villan AB
Inger och Håkan AB,5591175822,2,69,Berntsson; Berndt Håkan,2,14,Inger och Håkan AB|HÖGAB Mark och Anläggning Aktiebolag
Hasslemo Bygg & Transport AB,5569415481,2,55,Hasslemo; Olof Christofer,1,0,Hasslemo Bygg & Transport AB
AN Byggmontage AB,5590674056,2,58,Nilsson; Ulf Thomas,1,0,AN Byggmontage AB
AN Byggmontage AB,5590674056,2,58,Nilsson; André Nils Martin,2,1,CarlGustav Solutions AB|AN Byggmontage AB
SANDRAS HEM I GRUMS AB,5591363568,2,32,Nordh; Adam Simon,1,0,SANDRAS HEM I GRUMS AB
SANDRAS HEM I GRUMS AB,5591363568,2,32,Östlind; Sandra Maria,2,0,SANDRAS HEM I GRUMS AB|Interiörboden i Grums
Englund Invest AB,5567765879,2,50,Englund; Kjell Robbin Wincent,3,1,Sound Connection Forshaga|Englund Invest AB|Fastigheten 22 i Forshaga Kommanditbolag
Björn Cederlund fastighetsförvaltning AB,5560821364,3,46,Cederlund; Björn Arne Ingvar,2,4,Björn Cederlund fastighetsförvaltning AB|Björn Cederlund fastigheter
Nordisk Boutveckling AB,5569001810,2,53,Adolfsson; Per Tony,6,23,Extract i Karlstad AB|Bright Planet AB|Nordisk Boutveckling AB|Karet Invest AB|Nordisk Boutveckling Invest AB|Les Paul AB
Pojansana Torp & Miljö AB,5590180781,2,53,Green Husmo; Anna Birgitta,1,2,Pojansana Torp & Miljö AB
Ekeby Fastigheter i Sunne AB,5564353075,2,67,Ramström; Lars Olof Ragnar,9,6,Fastighetsägarna GFR AB|Broby Invest AB|ACC Förvaltning AB|Sunneslottet AB|SKUTT ek. för.|Ekeby Fastigheter i Sunne AB|Fastighetsägarna GFR Ek. för.|IR Konsult|IR Konsult i Sunne AB
Marinexus AB,5590071329,2,41,Spelling; Torgny Patrick,1,2,Marinexus AB
Bryn Bygg Eiendomsutvikling AB,5590514872,3,58,Johnsen; Rolf Inge,2,0,Bryn Bygg Eiendomsutvikling AB|K&R Bygg
LH i Höljes AB,5569608929,3,52,Halvarsson; Leif Erland,3,1,Höljes Rallycross AB|Höljes Bygg och Alltjänst AB|LH i Höljes AB
Holm Barenfeld AB,5565672622,2,56,Holm Barenfeld; Christian O V,3,7,Christian Holm Public Affairs AB|Karlstads Stadshus Aktiebolag|Holm Barenfeld AB
THO-Bolaget i Värmland AB,5569970642,2,52,Fors‚n; Karl Erik Thomas,1,2,THO-Bolaget i Värmland AB
Bonnington AB,5568581986,2,67,Neij; Hans-Erik Reinhold,1,2,Bonnington AB
GÖR-EL i Karlstad Aktiebolag,5563438232,2,60,Bank; Göran Karl Gustav,7,3,Karlstad El & Automationsteknik AB|Gör-El|GÖR-EL i Karlstad Aktiebolag|CLX Värmland AB|Klarälven Sekreteraren AB|Klarälven Fastigheter AB|Klarälven Fastigheter Kommanditbolag
Visuella Drömmar AB,5592041379,3,31,Eriksson; Anna Kristin,1,0,Visuella Drömmar AB
Visuella Drömmar AB,5592041379,3,31,Henriksson; Olivia Linn Patricia,1,0,Visuella Drömmar AB
Muffit AB,5591691695,3,47,Fredholm; Klas Magnus,2,1,Nordic Comfort Products AB|Muffit AB
Muffit AB,5591691695,3,47,Fredholm; Lisa Therese,2,3,Muffit AB|LF Stark
Din målare i Karlstad AB,5590786538,4,52,Nilsson; Eric Bengt-Olof,1,1,Din målare i Karlstad AB
Glasmästaren i Karlstad AB,5560829979,2,63,Kronström; Karl Göran Nils,2,7,Glastjänster för Glasbranschföreningen Aktiebolag|Glasmästaren i Karlstad AB
Brattforsheden Entreprenad AB,5567790018,2,62,Klerkestam; Johan Fredrik,2,10,Brattforsheden Entreprenad AB|Agitor AB
Forshaga Måleri Aktiebolag,5561358770,2,58,Löved; Per Ola,2,3,Locus Fastigheter Kommanditbolag|Forshaga Måleri Aktiebolag
IGA Kapitalförvaltning AB,5567692172,2,68,Gustafsson; Rolf Ingmar,1,9,IGA Kapitalförvaltning AB
Smederöd Konsult AB,5590600937,2,52,Smederöd; Eric Gunnar Magnus,2,8,Smederöd Konsult AB|Smederöd Holding AB
Smederöd Konsult AB,5590600937,2,52,Smederöd; Anna Kjerstin Sofia,1,2,Smederöd Konsult AB
MGK Villan AB,5569606782,2,44,Grahl Johansson; Eva Madeleine,2,6,M. Grahls Konsult AB|MGK Villan AB
Arkenhus AB,5566967435,2,54,Axelsson; Lars Joakim,2,6,Arkenhus AB|Arken-Design
Project & Property Management Grums AB,5569123143,2,54,Eriksson; Per-Ove,4,5,PSM Project & Site Management AB|Bostadsrättsföreningen Grand Hotell Karlstad|Project & Property Management Grums AB|PSM Bostad Aktiebolag
EKBRO Invest AB,5590463211,3,55,Tigér; Leif Jonas,5,2,Tigbro Aktiebolag|Husgruppen Modulsystem Jönköping AB|Tigbro Service AB|EKBRO Invest AB|Tigbro Fastighets AB
Contrec Control Aktiebolag,5565398343,2,65,Eriksson; Rolf Torsten Ingemar,2,0,Contrec Control Electronics Aktiebolag|Contrec Control Aktiebolag
Färg & Co i Arvika AB,5562058536,4,50,Eriksson; Mats Ola,5,4,Färg & Co Måleri i Arvika AB|Färg & Co Måleri i EDA AB|Färg & Co Industrivård i Arvika AB|Arvika Liftutbildning|Färg & Co i Arvika AB
Värmlands el och installation AB,5590445689,2,27,Johansson; Fredrik,1,0,Värmlands el och installation AB
Lars Hed AB,5569526337,2,41,Jordell; Jan Anders Thomas,8,2,Jordells Åkeri & Entreprenad AB|AT Fjällgruppen AB|HB Group AB|Jordheden AB|Tölv AB|Trättån AB|Lars Hed AB|Lostime invest AB
FB Fasaden AB,5565115275,2,59,Korp; Tore Henrik,1,11,FB Fasaden AB
Zebulone AB,5568815491,2,32,Nilsson; Bill Zebulon Emanuel Johnny,1,0,Zebulone AB
Stenen i Värmland AB,5566657655,4,46,Andersson; Lars Micael,3,4,Murverket i Värmland Aktiebolag|Stenen i Värmland AB|Naturstenen Fastighets AB
Plusball AB,5569406852,4,43,Wahlman; Henry Mikael,5,18,A drop of Fortune AB|LIWHA Innovations Sweden AB|Siccatio AB|Reminiscor AB|Plusball AB
3E Karlstad AB,5564018355,3,63,Edlund; Anders Rikard,2,4,Sund Gård Event|3E Karlstad AB
Göran Malmstedt Konsult AB,5567322838,5,54,Malmstedt; Göran Mikael,4,3,ByggCompaniet Göran Malmstedt AB|E-Fastigheter Elviersson & Åslund Aktiebolag|Göran Malmstedt Konsult AB|Eda Näringsliv Ekonomisk förening
Fermodul Aktiebolag,5564833605,2,67,Wästlund; Johan Olof Martin G,3,1,Therming Nordic AB|Finnebäcks Aktiebolag|Fermodul Aktiebolag
Skarabin AB,5569523888,3,48,Vestergård; Tore Georg,2,9,Fjällsidan AB|Skarabin AB
Neva Oslo AB,5591747463,3,39,Spustova; Zuzana,1,0,Neva Oslo AB
Uddprojekten AB,5567517924,2,43,Rhöse; Per Tomas,10,6,Löfbergs Lila Fastigheter Aktiebolag|Bryggmagasinen AB|Löfberg Fastigheter AB|Bryggudden Parkering AB|Jakten Fastigheter Aktiebolag|Bryggudden Arena AB|Uddprojekten AB|Tullholmstorg Projekt AB|Tullholmstorg i Karlstad AB|Tullholmstorg AB
