company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Gudrun Development AB,5568331747,2,55,Severa; Jan Stefan,23,118,Gudrun Development AB|Skånelängan Borätt AB|Kristineberg Bostäder AB|Amun Holding AB|Åtto Capital AB|Nuarp Bygg & Handel AB|Kryddfabriken Entreprenad AB|Amun Capital Sweden AB|Kryddfabriken Bostad AB|Skandinavisk Fastighetsfond AB|Storlien Capital AB|Vita Stränder Ekonomisk förening|Träpanelen Etapp 1 Ekonomisk förening|Åtto Capital Holding AB|Ardenne Properties AB|Skandinaviska Fastigheter Vellinge AB|Skandinavisk Fastighetsfond Holding AB|Skandinaviska Fastigheter Syd AB|Kryddfabriken Bostadsrätt AB|Ardenne Invest AB|Sågenhus 3 AB|Amun Capital AB|HBG Fastighetsutveckling 4 ek. för.
Guldbackes Mark & Montage AB,5590909890,2,46,Guldbacke; Inga Maria Elisabeth,1,1,Guldbackes Mark & Montage AB
Gullins Måleri och Golv AB,5562455260,3,52,Stridsjö; Anders Joakim,1,0,Gullins Måleri och Golv AB
Gunnar Blomgren Aktiebolag,5564494374,3,49,Blomgren; Nils Peter,3,3,AIM - Avellán Interim Management AB|Golja Invest AB|Gunnar Blomgren Aktiebolag
Gunnar Hansson Svetsteknik AB,5565126819,5,42,Hansson; Per Gunnar,1,4,Gunnar Hansson Svetsteknik AB
Gunnar Johansson Isolering AB,5566888243,2,58,Johansson; Gunnar Göran,1,2,Gunnar Johansson Isolering AB
Gunnar Zetterberg Byggnads AB,5566202478,3,49,Zetterberg; Ulf Carl Lennart,10,8,Gunnar Zetterberg Byggnads AB|Fastighets AB Johanneberg 14:2|MNZ Gruppen AB|Ulf Zetterberg Förädling Fastighets AB|Zetterbergs Gruppen AB|PNZ Gruppen AB|Trizet Holding AB|ZENOCO Utveckling AB|ENZ Gruppen AB|GZ Utveckling AB
Gunnarssons Jord & Skog i Västra Ämtervik AB,5566226097,2,62,Gunnarsson; Bengt Tomas,1,1,Gunnarssons Jord & Skog i Västra Ämtervik AB
Gunnemars Måleri Aktiebolag,5562241306,3,54,Johansson; Claes-Elof Gunnemar,1,0,Gunnemars Måleri Aktiebolag
Gunno Hagman Måleri Aktiebolag,5563086999,2,53,Hagman; Nils Ulf,1,1,Gunno Hagman Måleri Aktiebolag
Gunny Christensen AB,5568367998,2,40,Åkesson; Henrik Bo August,2,3,Badrumkomplett Skåne AB|Gunny Christensen AB
GURRAB Byggservice Aktiebolag,5564301702,3,64,Svedberg; Bo Gunnar,1,3,GURRAB Byggservice Aktiebolag
Gustaf Persson & Co Eftr AB,5567438337,2,54,Blomqvist; Lars Peter Staffan,1,1,Gustaf Persson & Co Eftr AB
Gustafsson & Kvist Måleri AB,5567250203,3,61,Kvist; Peter Erik,1,1,Gustafsson & Kvist Måleri AB
Gustafsson & Son Byggnads Aktiebolag,5564986932,2,49,Gustafsson; Mikael Alexander,1,12,Gustafsson & Son Byggnads Aktiebolag
Gustafssons Rör i Umeå AB,5566119136,2,55,Gustafsson; Lars Peter,5,3,Gustafssons Rör i Umeå AB|Gustafssons Rör i Sundsvall AB|LGPG Holding AB|VVS Teamet i Norrbotten AB|Piparböle Invest AB
Gustav R. Johansson Entreprenad AB,5566589197,9,54,Grans; Bo Morgan Johnny,1,1,Gustav R. Johansson Entreprenad AB
Gustavs El i Linköping AB,5568135114,2,38,Carlsson; Karl Gustav Emanuel,2,0,LVG Fastighet & Konsult AB|Gustavs El i Linköping AB
Gusten Persson Fönsterteknik AB,5569008138,2,50,Sankowski; Marcin Piotr,1,1,Gusten Persson Fönsterteknik AB
Gustrings Elektriska AB,5569770539,3,45,Kydönholma; Lucas Alexis Larsson,1,1,Gustrings Elektriska AB
Gutarnas Byggtjänst AB,5565195467,2,45,Johansson; Hilding Oskar Mattias,4,2,Gutarnas Byggtjänst AB|Skönheten AB|GBT KJO AB|GBT Holding AB
Gute Kyltjänst AB,5568624539,3,47,Ringqvist; Erik Olof,3,2,Gute Kyltjänst AB|ENF AB|ETUG Holding AB
GUTEMAKI Aktiebolag,5568659907,4,52,Nilsson; Mats-Olof,2,4,GUTEMAKI Aktiebolag|Gute KM Aktiebolag
Guy Åhlin Entreprenad AB,5564290079,2,60,Ålin; Guy Ernst,4,4,Guy Åhlin Entreprenad AB|AM bulk o transport AB|Guy Åhlin Åkeri AB|Guy AB
Gårda Johan Sport Lek & Landskap AB,5567784789,3,50,Andersson; Stig Carl Johan,15,13,Gårda Johan AB|Sankt Jörgen Park Resort AB|Gårda Johan Fastighets Aktiebolag|Gårda Johan Produkt AB|Gårda Johan Sport Lek & Landskap AB|Gårda Johan Utveckling AB|Gårda Johan Framtid AB|Gårda Johan Förvaltning AB|SCJ Invest AB|Gårda Johan Invest AB|Knipplekullen Förvaltning AB|Sankt Jörgen Golf AB|KRIVES AB|Knipplekullen Invest AB|Tjäderstigen Idre Förvaltning AB
Gårdefelts Bygg AB,5567997837,2,49,Gårdefelt; Jerker Sven,2,2,Bostadsrättsföreningen Botkyrka Hantverkshus II|Gårdefelts Bygg AB
Gårdfeldts Kyl AB,5562987023,4,53,Gårdfeldt; Leif Anders,4,19,Gårdfeldts Kyl AB|Tofsvallen Invest AB|Pumpen Förvaltning AB|Riksbyggens Bostadsrättsförening Karlstadshus nr 1
Gällivare Måleri Aktiebolag,5563785368,4,54,Blombacke; Sven Ronny,2,2,Gällivare Måleri Fastighets AB|Gällivare Måleri Aktiebolag
Gärdesholmen AB,5568112519,2,47,Berntzon; Jan Stefan,5,4,Gärdesholmen AB|Handelsbolaget Sentry Security|Lovis Fastigheter AB|Lovis Kapital AB|HLG projekt AB
GÄRDS BYGG AB,5568217938,2,40,Gärd; Erik Markus,1,1,GÄRDS BYGG AB
GÄRDS BYGG AB,5568217938,2,40,Söderberg; Johanna Elisabeth Maria,1,0,GÄRDS BYGG AB
Gäre Bygg Aktiebolag,5568071012,3,58,Eriksson; Carl Mats Birger,8,13,Byggbetjänten AB|Erikssons Bygg i Mellansverige AB|H. Einarsson Byggnads Aktiebolag|Gäre Bygg Aktiebolag|Golvtjänst i Degerfors Aktiebolag|Golv & Kakel i Mellansverige AB|Skövde Bygg & Entreprenad AB|H-L i Lindesberg AB
Gästrike Plåt AB,5569876666,4,46,Holm; Jan Urban Tony,9,14,Gästrike Plåt AB|TOFRA Rälsgatan AB|Sörby Urfjäll 2 AB|Sörby Urfjäll 1 AB|Tony Holm Invest i Gävle AB|Dammsjöstigen AB|Almavision i Gävle AB|Gästrike Plåt Holding AB|Rälsgatan Garage AB
Gästrike Signal & Projektering AB,5569136830,3,41,Rosén; Tomas Stefan,5,3,Gästrike Signal & Projektering AB|Rosén & Backlund Sörby Urfjäll AB|Rosén&Backlund Invest AB|Limön Consulting AB|Gästrike Signal & Projektering Holding Gävle AB
Gävle Brunnsborrning AB,5565535795,3,52,Eriksson; Olof Andreas,16,1,Ripan AB|Blomquist Rör AB|Energibrunnar Nord AB|Blomquist Kylteknik AB|Blomquist Ventilation AB|Gävle Brunnsborrning AB|Aktiebolaget Vågbro Rör|Centrumfastigheter Bollnäs AB|Affärsfastigheter Bollnäs AB|Affärshus Säversta AB|Centrumfastigheter 2 Bollnäs AB|Skolfastigheter Bollnäs AB|Affärshus Häggesta AB|Affärshus Ren AB|Ripan Fastigheter AB|Ripan Björnänge Fastigheter AB
Gävle byggteam AB,5567525018,4,50,Martinsson; Jan Henrik Martin,1,1,Gävle byggteam AB
Gävle El &fiber AB,5569682288,2,56,Brandtman; Erik Göran,1,13,Gävle El &fiber AB
Gävle Grävteknik AB,5568046352,2,51,Larsson; Björn Eric,4,3,Gävle Grävteknik AB|Gävle Maskinentreprenad & Tvätt AB|ERLA Maskin AB|ERLA Maskin Holding AB
GÖAF Byggservice AB,5590063292,3,45,Laks; Mihkel Patrik,2,7,GÖAF Gruppen AB|GÖAF Byggservice AB
Göinge Golv Aktiebolag,5564908092,3,43,Alfonsson; Håkan Fredrik,5,4,Göinge Golv Aktiebolag|Grön Snapphane Fastighets AB|Stibe Modul AB|Trofé Fastigheter Handelsbolag|Snapphane Golv AB
Göran K. Byggentreprenad AB,5568195431,2,59,Karlsson; Gert Göran,2,4,GöranK Byggservice AB|Göran K. Byggentreprenad AB
GÖRAN WESTERBERGS EL Aktiebolag,5563699072,2,49,Sjöman; Karl Ove Mikael,2,0,GÖRAN WESTERBERGS EL Aktiebolag|Ove Sjöman El AB
GÖREL Norden AB,5566670013,2,57,Andersson; Jan Donald,4,5,GÖREL Norden AB|SWEGY Norden AB|RK Ekonomipartner AB|Hjärtums Fiber ekonomisk förening
Gösta Palm Maskin AB,5563296465,3,47,Palm; Olle Roger,4,3,Gösta Palm Maskin AB|Gösta Palm Konsult Aktiebolag|LBRJ Holding AB|Bosjökloster Fastighets AB
Göta Tak AB,5568971740,2,24,Hanna; Therese Linnéa Carina,1,4,Göta Tak AB
Göte Lund Åkeri & Entreprenad Aktiebolag,5561568857,3,52,Lund; Jan Krister,3,3,Andreas Lund Service AB|Göte Lund Åkeri & Entreprenad Aktiebolag|J.K. Lund:s Åkeri
Göteborg Nya Bygg AB,5590805429,6,43,Glansberg; Dennis Mikael,4,3,Göteborg Nya Bygg AB|Knippla Ventilation AB|Byggsäkerhet Toppnock AB|GNB Holding AB
Göteborgs Betongborrning Aktiebolag,5561917328,2,48,Jonsson; Alvar Mattias,7,2,Göteborgs Betongborrning Aktiebolag|LV Marinteknik AB|Auto 4stad AB|JP Charter i Lilla Edet AB|Mattias Jonsson Holding AB|Autofyrstad Holding AB|SHT Städ AB
Göteborgs Dykeriteknik AB,5567987648,3,52,Nilsson; Mats Christer,3,1,Göteborgs Dykeriteknik AB|Necton Holding AB|Anläggningsteknik i Kungsbacka AB
Göteborgs Elementmontage AB,5566246178,3,62,Karlsson; Nicklas Kenny Albert,4,4,Göteborgs Elementmontage AB|Göta Betongmontage AB|FN Kran AB|Make it In West AB
Göteborgs Entreprenadmåleri AB,5568719016,2,51,Ahlberg; Bill Peter,4,5,Göteborgs Entreprenadmåleri AB|Göteborgs Entreprenadsställningar AB|Göteborgs Entreprenadmåleri Personal AB|Peter Ahlberg Investment AB
Göteborgs Fönsterrenovering AB,5566440102,3,38,Stenman; Lars Richard,3,2,Stenman Bolagen AB|Stenman Hus AB|Göteborgs Fönsterrenovering AB
GÖTEBORGS KVALITETSGOLV AB,5590047915,3,45,Karlsson; Ove Mattias,1,0,GÖTEBORGS KVALITETSGOLV AB
GÖTEBORGS KVALITETSGOLV AB,5590047915,3,45,Niklasson; Markus Daniel,1,0,GÖTEBORGS KVALITETSGOLV AB
Göteborgs Markiser AB,5567476774,2,56,Bäckman; Jan Tomas,9,20,Nimex AB|Göteborgs Markiser AB|Markismagasinet i Jönköping AB|Sun Off AB|AJB Rental AB|Nimex Group AB|Bäckman Bil & Motor|Bäckman Fastigheter|JA Promotion AB
Göteborgs Vägbelysning AB,5590733076,5,56,Johansson; Stig Olof,2,2,Göteborgs Vägbelysning AB|Göteborgs Samlarcentrum AB
Götene Elkraftservice Elcentralen AB,5565134268,nan,nan,Mattsson; Mats Bertil,5,9,Götene Elförening ek. för.|Ledsjö Vind AB|Kinnekulle Energi Aktiebolag|Näringslivsföreningen i Götene ekonomisk förening|Götene Energi Aktiebolag
Göthes Sanitet AB,5590593801,3,49,Mårtensson; Carl Peter,1,0,Göthes Sanitet AB
Göthes Säkerhet Aktiebolag,5563882470,3,56,Morell; Matts Christer,2,2,Göthes Säkerhet Aktiebolag|Hökviken Förvaltnings AB
H Norr Plåt Aktiebolag,5566317912,2,33,Huss; Patrik Magnus Sebastian,4,3,H Norr Plåt Aktiebolag|H Norr Invest AB|Huss Holding AB|Andreas Huss AB
H Olofssons Plåt i Höör Aktiebolag,5564242286,4,51,Johannesson; Leif Jörgen,2,3,H Olofssons Plåt i Höör Aktiebolag|Johannesson Invest i Höör AB
H Perssons Villa; Mark & Trädgård AB,5567377352,2,48,Persson; Henrik Johan,3,3,Finspång Hårstorp 3:357 AB|H Perssons Villa; Mark & Trädgård AB|Persson's Villa; Mark och Trädgård
H P-Borrningar i Klippan Aktiebolag,5564914637,4,53,Lindell Jernström; Bengt Tony Mikael,10,6,H P-Borrningar i Klippan Aktiebolag|Geobatteri AB|Borrföretagen i Sverige ekonomisk förening|SELAB GEOkomfort AB|Borrföretagen Service i Sverige AB|Svenskt Geoenergicentrum AB|Svenska Inspirationsbolaget AB|H1:an Markarbete i Skåne AB|Jernström Holding AB
H & T Projekteringsledning AB,5567928972,5,57,Ringström; Nils Jonas Olof,6,2,H & T Projekteringsledning AB|Hedström & Taube Installationsledning AB|Bostadsrättsföreningen Fabriksparken 1|H&T Projektstrategi AB|Projektlandslaget AB|Jonas Ringström AB
H. Einarsson Byggnads Aktiebolag,5564919776,3,58,Eriksson; Carl Mats Birger,8,13,Byggbetjänten AB|Erikssons Bygg i Mellansverige AB|H. Einarsson Byggnads Aktiebolag|Gäre Bygg Aktiebolag|Golvtjänst i Degerfors Aktiebolag|Golv & Kakel i Mellansverige AB|Skövde Bygg & Entreprenad AB|H-L i Lindesberg AB
H. Nylén Byggnads Aktiebolag,5566360474,2,60,Nylén; Gunnar Henrik,2,1,Kapellagning i Norrort AB|H. Nylén Byggnads Aktiebolag
Habo Bygg & Service AB,5569957250,2,54,Sandberg; Valdemar Conny,1,1,Habo Bygg & Service AB
Haga Elprojekt AB,5590425160,2,57,Forsén; Mats-Hjalmar,3,12,Cinnoman AB|Driftia EL AB|Haga Elprojekt AB
Haga Mobilkranar Aktiebolag,5567095921,3,58,Nilsson; Lars Michael Ingemar,1,3,Haga Mobilkranar Aktiebolag
Hagbloms Golv AB,5565322285,3,52,Svensson; Ulf Peter,1,0,Hagbloms Golv AB
Hagbloms Måleri Aktiebolag,5562349166,3,52,Andersson; Lars Peter,1,0,Hagbloms Måleri Aktiebolag
Hagbloms Måleri i Kalmar Aktiebolag,5563292035,3,52,Lindström; Jonny Sten Gösta,4,5,Hagblomgruppen Förvaltnings AB|Hagblomgruppen AB|Hagbloms Måleri i Kalmar Aktiebolag|Hagbloms Glasmästeri AB
Hagbys Rör Entreprenad AB,5566694963,nan,nan,Agmell; Anders Marlon,1,18,Agmell Consulting AB
Hagfors Måleri RT Aktiebolag,5565114849,2,66,Johansson; Hans Roland,3,12,Englunds Måleri Aktiebolag|Måleriföretagen i Sveriges Serviceaktiebolag.|Hagfors Måleri RT Aktiebolag
Haggårdens Entreprenad Aktiebolag,5563825073,2,60,Svensson; Per Göran,5,4,XR Berg och Maskin AB|Haggårdens Entreprenad Aktiebolag|XR Marmorn AB|XR Fimmersta AB|XR Byrån AB
Haglunds Bygg & Entreprenad AB,5566356084,2,39,Haglund; Joel Alexander,2,6,Haglund Gruppen AB|Haglunds Bygg & Entreprenad AB
Hagmans Golv & Färg Aktiebolag,5563224731,2,56,Myrberg; Bengt Jonas Ingemar,2,1,Hagmans Golv & Färg Aktiebolag|Jonas Myrberg Invest AB
Hagmans Tak Mitt AB,5565816096,3,47,Kias; Mats Erik,6,6,Hagmans Tak Stockholm AB|Hagmans Tak Mitt AB|Hagmans Tak Sverige AB|MK Konsult och förvaltning aktiebolag|SteWin AB|Bostadsrättsföreningen Berghällen
Hagmans Tak Norr AB,5565550661,4,57,Winqvist; Pär Stefan,3,8,SteWin AB|Hagmans Tak Norr AB|Utmarksvägen Fastighets AB
Hagmans Tak Syd AB,5565550521,2,40,Sellgren; Bengt Ronny Mikael,2,4,Hagmans Tak Syd AB|044 - Trägård & FastighetSupport Handelsbolag
Hallands Service AB,5567932594,nan,nan,Eriksson; Anders Emanuel,1,3,AEME Consulting AB
Hallgrens Plåt Aktiebolag,5563105468,6,62,Andersson; Lars Erik,1,2,Hallgrens Plåt Aktiebolag
Halmstad Fogservice AB,5565642781,4,45,Johansson; Johan Niklas,2,0,Halmstad Fogservice AB|Hallands Fogservice AB
Halmstad Industri El AB,5566852389,3,55,Sjölin; Per Mikael,4,4,Halmstad Industri El AB|hstd reklambyrå AB|By Cathrine Sjölin Aktiebolag|Halmstad Industri El Holding AB
Halmstad Låsservice Aktiebolag,5561278937,2,52,Eriksson; John Pierre Matthias,10,18,Aktiebolaget Byggbeslag|Bysmeden Lås Aktiebolag|Lås och Säkerhetscenter i Uppsala AB|Lås o Nycklar i Linköping Aktiebolag|Lås & Nyckel i Luleå AB|Låskedjan i Umeå AB|Halmstad Låsservice Aktiebolag|Östersunds Låstjänst Aktiebolag|AB Byggbeslag Lås & Säkerhet|Melida AB
Halmstad Tönnersjö Golfbana AB,5566099874,5,61,Karlsson; Karl-Erik,2,2,Halmstad Tönnersjö Golfbana AB|Handelsbolaget Karl-Erik Karlsson och C:o
Halmstads Västplåt AB,5590160825,4,50,Jönsson; Morgan Jan-Åke,9,9,Halmstads Västplåt AB|Västtak AB|Xevo AB|Fastighets AB Maskinstaden|Nesca Fastigheter AB|Aktiebolaget Drapeau|Morgan Jönsson AB|Jerry Jönsson AB|Cescara Fastigheter AB
Halor Sverige AB,5569260564,3,42,Andersen; Yrsa Specht,1,2,Halor Sverige AB
Hammar VVS Teknik AB,5568222102,2,63,Andreasson; Per Lars,1,1,Hammar VVS Teknik AB
KM VVS & BYGG AB,5566055728,2,45,Majstam; Kim Ove,2,4,KM Solution AB|KM VVS & BYGG AB
Hammarlund Bygg Entreprenad AB,5562674308,2,45,Eklund; Joakim Karl Klaus,1,9,Hammarlund Bygg Entreprenad AB
Hammarskog Bygg i Eskilstuna AB,5569701039,3,55,Bergström; Per Anders Mikael,1,0,Hammarskog Bygg i Eskilstuna AB
Hammarö Bergsprängning Aktiebolag,5562364769,2,34,Granrud; Kent Anders,2,0,Hammarö Bergsprängning Aktiebolag|Wiolco AB
Hammersta Fastigheter AB,5564937737,4,64,Ronnerberg; Diana Marianne,11,21,Hammersta Fastigheter AB|Hamdot mark AB|Hamdot Städet AB|Hamdot Fastigheter AB|Hamdot Gryt AB|BJM Fuel AB|Hamdot Bygg AB|Slotts- & Herrgårdskonferenser AB|Hamdot Nykvarn AB|MJB Oil AB|Hamdot 10 AB
Hamnab Sjöentreprenader AB,5566802616,3,62,Bergqvist; Lars Robbie James,3,12,Hamnab Sjöentreprenader AB|Örsta Marina Systems AB|Arcula Invest Aktiebolag
Han sa Bygg Maskin AB,5567884555,2,45,Åhlund; Bengt Mikael,15,17,Han sa Bygg Förvaltning AB|Han sa Bygg AB|Han sa Byggservice AB|Humana Hus Svensknabben AB|Han sa Bygg Maskin AB|HF Motorn 8 AB|HF Motorn 2 AB|Nygatan 16 Fastighets AB|MG Property AB|Han sa Bygg Invest AB|MG Property Invest AB|Han sa Bygg Invest 2 AB|Humana Hus Lövsångaren AB|Han sa Bygg Karlskrona AB|Djurängens Fastighets AB
Hanell Entreprenad i Gävle AB,5568868011,2,51,Renstål; Kenneth Mattias,6,10,Hanell Entreprenad i Gävle AB|Swebrush AB|Dekalexpressen i Gävle AB|Lövängsvägen 6 Fastigheter AB|Hanell Rail AB
Haninge Life Fastighets AB,5569204240,6,64,Johansson; Hans Olov Gunnar,38,49,Atlasmuren Fastigheter AB|Haninge Life Fastighets AB|Sunt Boende i Sverige AB|Vitartes AB|Vitartes Development AB|SveaNor Fastigheter AB|STOS Fastigheter AB|Skorphults Fastigheter Klippan AB|Pathos Projektutveckling AB|Skorphults Fastigheter AB|Skorphults Fastigheter C IV AB|Naniwa AB|Pathos Holding AB|Vitartes Holding AB|Nordr Kommersiellt AB|Scandinavian Life Science AB|Bostadsrättsföreningen Skogsstjärnan i Vega|Haninge V12 Fyran AB|Handenterrassen Holding AB|Skorphults Fastigheter Sölvesborg AB|Sunt Boende Kolartorp nr 2 AB|Pathos Invest AB|Haninge S2 Åttan AB|Haninge SSJH AB|Handen Holding AB|Haninge V11 Trean AB|Haningeterrassen Holding AB|SveaNor Holding AB|Sunt Boende Projekt nr 1 AB|Haninge L10 Lokaler AB|Haninge L10 Fastighets AB|Skorphults Fastighetsförvaltning AB|SveaNor JV Holding AB|Haninge V2 Tvåan AB|Haninge S1 Femman AB|Södra Hagalund Holding AB|Sunt Boende Kolartorp nr 1 AB|Vitartes Intea Holding AB
Haninge Lås AB,5560953142,2,44,Norrman; Lars Krister,5,8,Sickla Låsteknik AB|Haninge Lås AB|Låskomfort AB|Krister Norrman AB|Bostadsrättsföreningen Fjällstigen 78
Hansa Byggpartner AB,5564071537,5,53,Ekström; Ulrika Cecilia,1,1,Hansa Byggpartner AB
Hansen Lau Entreprenad AB,5564610656,nan,nan,Hansen; Stig Spure,1,6,Hansen Lau Sten & Platt AB
Hansson & Hansson Rör Aktiebolag,5561393710,3,61,Westerström; Björn Lars Åke,6,17,H-Gruppen Totalinstallatör AB|Hansson & Hansson Rör Aktiebolag|K.V.S. Montage AB|Stora Löpgöl Jakt och Viltvård AB|W Konsult & Fastighetsservice AB|B.G Hansson Energisystem AB
Hansson & Holmgrens Plåtslageri AB,5565905154,2,55,Holmgren; Nils Magnus,3,1,Fastighetsaktiebolaget Veritas|Hansson & Holmgrens Fastigheter AB|Hansson & Holmgrens Plåtslageri AB
Hanssons Gräv & Schakt i Helsingborg AB,5566838735,2,52,Hansson; Leif Erik Ronny,1,2,Hanssons Gräv & Schakt i Helsingborg AB
Hanssons Schakt Orust AB,5568790231,4,43,Hansson; Hans Peter,2,2,Götalands Logistik & Transport AB|Hanssons Schakt Orust AB
Hantverksfabriken i Växjö AB,5567256390,2,53,Skoglund; Carl Fredrik,5,0,Hantverksfabriken i Växjö AB|Skoglund i Växjö AB|FRANJO Fastigheter i Växjö AB|Human Eco i Växjö Aktiebolag|HF Byggmontage AB
Hantverkshuset Östermalm Aktiebolag,5563471308,2,48,Jansson; David Bengt,3,3,Mokaja Holding AB|Lennholm & Jansson Eldesign AB|Hantverkshuset Östermalm Aktiebolag
Harry J Måleri&Consult AB,5566654249,3,65,Jacobson; Harry Bengt,1,1,Harry J Måleri&Consult AB
Harryssons Golv och Måleri AB,5590351481,3,52,Synnermark; Jan Fredrik Oskar,1,1,Harryssons Golv och Måleri AB
Harsco Rail Sweden Filial,5164110206,nan,nan,Emmerson; Mark Scott,1,0,Harsco Rail Sweden Filial
Harsco Rail Sweden Filial,5164110206,nan,nan,Flint; Matthew James,1,0,Harsco Rail Sweden Filial
Hasse Malmströms El Aktiebolag,5560975095,2,61,Malmström; Hans Jörgen,1,0,Hasse Malmströms El Aktiebolag
HBC Entreprenad AB,5569303885,3,48,Karlsson; Karl Lennart,1,8,HBC Entreprenad AB
HC Telecom AB,5569442444,2,48,Wernersson; Kent-Olof,1,2,HC Telecom AB
HEAB Stängsel Aktiebolag,5561274696,4,53,Häggrot; Jan Olof,4,4,HEAB Stängsel Aktiebolag|Jan H Fastighet AB|Sveriges stängselentreprenörers förening          Ekonomisk förening|Jan Häggroth Förvaltning AB
Hedbergs Rör Aktiebolag,5564871779,3,46,Hedberg; Bernt Ulf Martin,1,0,Hedbergs Rör Aktiebolag
Hedboms Måleri AB,5567828743,4,54,Hedbom; Hans Mattias,4,3,Hedboms Måleri AB|Hedboms Målerikonsult|Kleofas Holding AB|HM Byggnadsställningar AB
Hedemora Inomhusmiljö AB,5590461983,3,54,Dahlström; Torbjörn Anders Gunnar,9,7,Hedemora Inomhusmiljö AB|Hedemora Näringsliv AB|Hedemora Sotaren Aktiebolag|Hedemora Närvärme AB|Högåsa Företagspartner AB|Högåsa Innovation AB|Sotaren i Hedemora AB|Föreningen Hedemoraområdets                       Företagshälsovårdscentral ek. för.|Negotium Angeli AB
Hedemora kommunfastigheter AB,5561977975,12,57,Kristiansson; Grånäs Erik Anders,2,1,Aktiebolaget Hedemorabostäder|Hedemora kommunfastigheter AB
Hedemora Mark AB,5562472976,2,40,Lennartsson; Lars Ulf Patrik,5,4,Mälby Gård Aktiebolag|Hedemora Mark AB|Mälby Bioenergi och Skog AB|Mälbydalen AB|Mälby Företagen AB
Hedfors Mark & Trädgårdseliten AB,5590044276,2,52,Hedfors; Sven Rickard,5,4,Hedfors Mark & Trädgårdseliten AB|Padel Arena Katrineholm AB|RSH 2020 AB|Din Bemanning & Rekrytering Sverige AB|YH Holding AB
Hedlunds Bilfrakt AB,5566264593,3,59,Hedlund; Doris Elisabeth,4,3,Hedlunds Bilfrakt AB|Aktiebolaget Hedlunds Bussar|Hedlunds Trafik AB|Hedlunds Fastigheter i Jokkmokk AB
Hedlunds Måleri i Göteborg Aktiebolag,5565696282,2,52,Hedlund; Magnus Christian,8,6,Hedlunds Måleri i Göteborg Aktiebolag|A Hedlunds Måleriaktiebolag|CB Åkeri i Göteborg AB|NYMÅLIA Fastighets AB|Nymålia Spinnaren AB|Nymålia Paradisvägen AB|Hedlundsgruppen i Väst AB|Sports Experience Sweden AB
Heidenstamska Investeringsaktiebolaget,5567191290,2,43,von Heidenstam; Peder Carl Oscar R,5,7,Heidenstamska Investeringsaktiebolaget|Aktiebolaget Elsas Städ & Trädgård|Surf & Turf fastigheter AB|Bostadsrättsföreningen Paeninsula Varegården|Rönhult Gård AB
HELAB Automation & Elinstallationer               AB,5563292928,3,69,Gustafsson; Bengt-Olof Roland,3,8,HELAB Automation & Elinstallationer               AB|Lysekils Automation AB|GUSTAFSSONS IMPORT & INNOVATIONS FIRMA; GIFA
Helge Johnssons Byggnadsfirma Aktiebolag,5563753341,3,53,Ristmägi; Morgan,9,19,Salana Österlen AB|Helge Johnssons Byggnadsfirma Aktiebolag|Salana i Åhus AB|Svimber AB|Salana Malmö AB|Sin Fastighets Aktiebolag|Ristmägi Group AB|Samverkansorganisationen Mitt Simrishamn          Ekonomisk förening|Salana Öresund AB
Helgö Mark Konsult AB,5568402738,2,52,Helgöstam; Johan Emanuel,1,1,Helgö Mark Konsult AB
Helin & Hellström Plattsättning AB,5568828270,2,47,Helin; Johan Gunnar,1,2,Helin & Hellström Plattsättning AB
Helistens Mark & Asfalt Aktiebolag,5564726114,3,54,Helisten; Timo Kustaa,4,21,Helistens Mark & Asfalt Aktiebolag|Helistens Katrineholm AB|Laboratorio Bebi AB|Schakt o Berg i Stockholm AB
Helledals Bygg AB,5568003197,2,39,Gustafsson; Krister Mikael,3,3,Helledals Förvaltning AB|Helledals Villan AB|Helledals Bygg AB
Helléns Plåtslageri AB,5563236602,5,50,Persson; Petter Tobias Gunnar,2,0,Helléns Plåtslageri AB|Tak och Natur i Malmö AB
Hellsing & Lidqvist AB,5590183439,4,53,Hellsing; Jan Daniel,4,2,Hellsing & Lidqvist AB|Skatboet AB|Daniel Hellsing Holding AB|Lidman Hellsing Lidqvist Förvaltning AB
Hellstrands Golv Aktiebolag,5561162818,2,39,Sandholm; Per Roger Jonnie,2,0,Hellstrands Golv Aktiebolag|JSandholm Holding AB
Helsingborgs All-Elektro AB,5564938503,4,47,Jönsson; Carl Peter Görgen,2,1,Helsingborgs All-Elektro AB|Livtrasor AB
Helsingborgs Byggplåt AB,5567227532,2,54,Wallberg; Jimmy Daniel,8,4,Helsingborgs Byggplåt AB|Bra Tak Entreprenad Skåne AB|MJD Fastighets AB|Jimmy Wallberg Fastighet 1 AB|Jimmy Wallberg Fastigheter AB|Jimmy Wallberg Holding AB|Helsingborgs Aluminium System AB
Helsingborgs Fasad & Kakel AB,5567814248,2,50,Svensson; Kim Mikael,6,9,Helsingborgs Fasad & Kakel AB|Ted K Mårtensson Construction AB|MAKI Fastighets AB|Helsingborgs Fasad & Kakel Fastighets AB|Helsingborgs Fasad & Kakel Invest AB|MAKI Holding AB
Helsingborgs Stängsel AB,5569280745,2,60,Svensson; Ola Sven Emil,3,2,Helsingborgs Stängsel Holding AB|Helsingborgs Stängsel AB|Helsingborgs Stängsel Fastighets AB
Helsingedörren AB,5567003966,2,58,Hammarström; Erik Anders,1,2,Helsingedörren AB
