company,id,year,net_sales,other_sales,op_profit_ebit,prof_after_net_fin_items,results,sub_unpaid_cap,fixed_assets,current_assets,assets,equity,untaxed_reserves,provisions,lt_liabilities,curr_liabilities,lia_and_equity,salar_board_ceo,royalties_board_ceo,sal_other_empl,perf_other_empl,social_exp,dividends,revenue,num_employes,net_sales_empl,pers_cost_empl,op_prof_ebitda,net_change,du_pont_model,prof_margin,gross_prof,working_cap,solidity,quick_ratio
F A Expresstransporter AB,5566921457,2017,101978,-,8464,8786,6796,0,1987,25666,27653,14028,2145,0,0,11480,27653,-,-,-,-,-,7000,101978,8,12747,785,8469,6.14%,31.77%,8.62%,100.00%,13.91%,56.78%,223.57%
F A Expresstransporter AB,5566921457,2016,96079,175,7660,7670,5938,0,14393,17663,32056,13231,2145,0,0,16679,32056,-,-,4155,0,2324,6000,96254,8,12010,821,7660,10.26%,23.92%,7.98%,100.00%,1.02%,46.49%,105.90%
F A Expresstransporter AB,5566921457,2015,87136,82,7106,8258,6673,0,6993,24763,31757,14293,2145,0,0,15318,31757,0,-,3868,-,2139,7000,87218,7,12448,866,7106,-1.31%,26.00%,9.48%,100.00%,10.84%,50.28%,161.66%
F A Expresstransporter AB,5566921457,2014,88294,289,9492,12690,9858,0,4412,25884,30296,17620,2145,0,0,10530,30296,897,-,2667,-,1839,10000,88583,7,12613,776,9507,31.98%,41.90%,14.38%,100.00%,17.39%,63.68%,245.81%
F A Expresstransporter AB,5566921457,2013,66901,100,2213,2833,1625,0,7343,39235,46579,37762,2145,0,0,6672,46579,761,-,2349,-,1576,30000,67001,6,11150,785,2579,-17.45%,6.10%,4.25%,100.00%,48.67%,84.46%,588.05%
F A Expresstransporter AB,5566921457,2012,81042,268,5200,6091,3473,0,7343,40943,48286,36947,1475,0,0,9864,48286,834,-,2294,-,1532,810,81310,6,13507,777,5217,-18.83%,12.65%,7.54%,100.00%,38.35%,78.77%,415.08%
F A Expresstransporter AB,5566921457,2011,99843,-,10247,9793,7044,0,7527,38688,46215,34159,93,0,0,11962,46215,1100,-,1847,-,1546,685,99843,6,16641,753,10373,51.79%,22.54%,10.43%,100.00%,26.77%,74.06%,323.42%
F A Expresstransporter AB,5566921457,2010,65775,-,3368,3853,2946,0,4652,32924,37576,27793,109,0,0,9675,37576,680,-,1628,-,1293,677,65775,5,13155,727,3497,-,10.27%,5.87%,100.00%,35.35%,74.18%,340.30%
Adam Eriksson Gravity Sport AB,5591718852,2019,155,-,-2,-2,-2,0,0,86,86,48,0,0,28,10,86,-,-,-,-,-,0,155,1,155,-,-2,-,-2.33%,-1.29%,-0.65%,49.03%,55.81%,860.00%
Salong Monika Andersson AB,5567617906,2019,4985,2,-48,-68,-68,0,411,1422,1833,220,0,0,600,1013,1833,-,-,-,-,-,0,4987,9,554,324,71,11.77%,-2.62%,-0.96%,72.86%,8.20%,12.00%,90.13%
Salong Monika Andersson AB,5567617906,2018,4460,12,-157,-157,-28,0,493,1291,1784,288,0,0,600,897,1784,-,-,-,-,-,0,4472,8,558,335,-78,-0.62%,-8.80%,-3.52%,74.19%,8.83%,16.14%,72.80%
Salong Monika Andersson AB,5567617906,2017,4488,12,-29,-29,5,0,0,1366,1366,316,135,0,0,915,1366,-,-,-,-,-,0,4500,8,561,347,-29,-9.42%,-2.12%,-0.65%,74.84%,10.05%,30.84%,70.93%
Salong Monika Andersson AB,5567617906,2016,4955,1,266,266,131,0,0,1481,1481,386,194,0,0,901,1481,-,-,1990,-,750,75,4956,8,619,355,266,0.57%,17.96%,5.37%,74.49%,11.71%,36.28%,86.02%
Salong Monika Andersson AB,5567617906,2015,4927,-,189,189,121,0,0,1544,1544,329,113,0,0,1101,1544,-,-,2054,-,665,75,4927,8,616,351,217,9.90%,12.24%,3.84%,74.18%,8.99%,27.02%,73.39%
Salong Monika Andersson AB,5567617906,2014,4483,-,5,5,-8,0,28,1360,1388,209,92,0,0,1088,1388,-,-,1892,-,643,0,4483,8,560,327,56,-1.10%,0.36%,0.11%,73.08%,6.07%,20.23%,59.93%
Salong Monika Andersson AB,5567617906,2013,4533,35,52,52,11,0,79,1154,1233,217,92,0,0,924,1233,0,-,1899,-,641,0,4568,7,648,376,126,-0.94%,4.22%,1.15%,72.91%,5.07%,23.10%,53.35%
Salong Monika Andersson AB,5567617906,2012,4576,-,44,44,6,0,153,1210,1364,206,69,0,3,1086,1364,0,-,1865,-,627,0,4576,7,654,365,123,-9.94%,3.23%,0.96%,72.14%,2.71%,18.83%,54.51%
Salong Monika Andersson AB,5567617906,2011,5081,-,25,24,8,0,233,1065,1298,199,48,0,3,1048,1298,290,-,1866,-,721,0,5081,8,635,372,104,13.87%,1.93%,0.49%,73.69%,0.33%,18.06%,40.94%
Salong Monika Andersson AB,5567617906,2010,4462,58,-90,-91,-51,0,312,783,1095,191,49,0,3,853,1095,240,-,1650,-,600,0,4520,7,637,370,-39,-,-8.22%,-2.02%,70.10%,-1.57%,20.74%,33.41%
PO Karlsson - Projektstyrning AB,5569136087,2019,2047,-,1906,1904,1173,0,3041,4838,7879,4965,2564,0,0,350,7879,-,-,-,-,-,0,2047,1,2047,9,1906,13.79%,24.22%,93.21%,100.00%,219.25%,88.40%,1382.29%
PO Karlsson - Projektstyrning AB,5569136087,2018,1799,-,1709,1821,1109,0,3041,3219,6261,3964,2157,0,0,140,6261,-,-,-,-,-,0,1799,1,1799,11,1709,-10.45%,29.10%,101.28%,100.00%,171.15%,90.18%,2299.29%
PO Karlsson - Projektstyrning AB,5569136087,2017,2009,-,1829,1628,867,0,2041,2929,4970,3024,1728,0,0,218,4970,-,-,-,-,-,169,2009,1,2009,13,1829,-10.47%,36.80%,91.04%,100.00%,134.94%,87.96%,1343.58%
PO Karlsson - Projektstyrning AB,5569136087,2016,2244,-,1969,1958,1139,0,1850,2596,4446,2320,1270,0,0,857,4446,-,-,-,-,-,163,2244,1,2244,9,1969,12.88%,44.29%,87.75%,100.00%,77.50%,74.46%,302.92%
PO Karlsson - Projektstyrning AB,5569136087,2015,1988,-,1651,1642,956,0,1850,1032,2882,1516,777,0,0,590,2882,0,-,0,-,0,335,1988,1,1988,5,1651,75.77%,57.29%,83.05%,100.00%,22.23%,73.63%,174.92%
PO Karlsson - Projektstyrning AB,5569136087,2014,1131,-,1057,1055,613,0,0,1832,1832,873,363,0,0,596,1832,0,-,0,-,0,313,1131,1,1131,9,1057,164.25%,57.75%,93.55%,100.00%,109.28%,63.11%,307.38%
PO Karlsson - Projektstyrning AB,5569136087,2013,428,-,384,384,210,0,0,623,623,260,97,0,0,266,623,0,-,0,-,0,0,428,0,-,-,384,-,61.80%,89.95%,100.00%,83.41%,53.21%,234.21%
Alexandra Friberg Mediaproduktion AB,5568643786,2019,823,-,140,140,109,0,0,639,639,287,0,0,266,87,639,-,-,-,-,-,0,823,1,823,528,140,8.15%,21.91%,17.01%,100.00%,67.07%,44.91%,734.48%
Alexandra Friberg Mediaproduktion AB,5568643786,2018,761,-,94,92,70,0,0,521,521,178,0,0,256,87,521,0,0,0,0,0,0,761,1,761,525,94,1.60%,18.04%,12.35%,100.00%,57.03%,34.17%,598.85%
Alexandra Friberg Mediaproduktion AB,5568643786,2017,749,-,75,75,56,0,0,385,385,108,0,0,204,74,385,-,-,-,-,-,0,749,1,749,519,75,-9.87%,19.48%,10.01%,100.00%,41.52%,28.05%,520.27%
Alexandra Friberg Mediaproduktion AB,5568643786,2016,831,-,192,192,160,0,0,328,328,212,0,0,22,94,328,-,-,-,-,-,160,831,-,-,-,192,288.32%,58.54%,23.10%,100.00%,28.16%,64.63%,348.94%
Alexandra Friberg Mediaproduktion AB,5568643786,2015,214,-,-65,-65,-65,0,0,69,69,51,0,0,0,17,69,-,-,-,-,-,0,214,0,-,-,-65,82.91%,-94.20%,-30.37%,50.00%,24.30%,73.91%,405.88%
Alexandra Friberg Mediaproduktion AB,5568643786,2014,117,-,-26,-26,-26,0,0,145,145,116,0,0,0,29,145,-,-,-,-,-,0,117,-,-,-,-26,-60.20%,-17.93%,-22.22%,44.44%,99.15%,80.00%,472.41%
Alexandra Friberg Mediaproduktion AB,5568643786,2013,294,-,213,213,197,0,0,167,167,142,0,0,0,25,167,-,-,-,-,-,0,294,-,-,-,213,97.32%,127.54%,72.45%,76.19%,48.30%,85.03%,616.00%
Alexandra Friberg Mediaproduktion AB,5568643786,2012,149,-,-105,-105,-105,0,0,174,174,-55,0,0,0,229,174,0,-,0,-,0,0,149,-,-,-,-105,-,-60.34%,-70.47%,-24.83%,-36.91%,-31.61%,75.98%
Mikael Andersson Bygg & Son AB,5568344039,2019,10248,50,984,940,925,0,3355,4089,7444,4023,106,0,1098,2217,7444,-,-,-,-,-,200,10298,6,1708,389,1108,22.86%,13.23%,9.61%,40.74%,18.27%,55.15%,184.44%
Mikael Andersson Bygg & Son AB,5568344039,2018,8341,25,972,931,711,0,3633,3256,6889,3398,347,0,1329,1815,6889,-,-,-,-,-,100,8366,6,1390,357,1128,-25.30%,14.11%,11.65%,46.84%,17.28%,53.25%,179.39%
Mikael Andersson Bygg & Son AB,5568344039,2017,11166,108,1244,1228,922,0,3789,3169,6958,2687,331,0,1762,2177,6958,-,-,-,-,-,0,11274,7,1595,361,1400,6.58%,17.89%,11.15%,41.71%,8.88%,42.33%,145.57%
Mikael Andersson Bygg & Son AB,5568344039,2016,10477,-,1120,1118,753,0,1244,3408,4652,2156,292,0,271,1933,4652,-,-,-,-,0,390,10477,6,1746,370,1230,45.15%,24.10%,10.70%,37.54%,14.08%,51.24%,176.20%
Mikael Andersson Bygg & Son AB,5568344039,2015,7218,-,1292,1292,919,0,665,3012,3677,1902,144,0,14,1616,3677,0,0,1262,0,355,500,7218,4,1805,169,2926,29.98%,35.22%,17.94%,50.72%,19.34%,54.78%,186.08%
Mikael Andersson Bygg & Son AB,5568344039,2014,5553,-,287,294,223,0,123,2222,2344,1104,38,0,14,1189,2344,-,-,847,-,233,120,5553,3,1851,363,319,21.78%,12.71%,5.37%,36.27%,18.60%,48.36%,186.63%
Mikael Andersson Bygg & Son AB,5568344039,2013,4560,30,294,306,314,0,118,1474,1592,881,33,0,123,555,1592,-,-,581,-,179,0,4590,2,2280,384,325,-12.64%,19.41%,6.78%,33.40%,20.15%,56.96%,265.59%
Mikael Andersson Bygg & Son AB,5568344039,2012,5220,-,428,437,222,0,149,1582,1731,567,132,0,120,912,1731,575,-,208,-,258,0,5220,2,2610,526,453,11.66%,25.42%,8.43%,37.20%,12.84%,38.38%,173.46%
Mikael Andersson Bygg & Son AB,5568344039,2011,4675,-,579,566,415,0,90,1870,1960,465,0,0,156,1339,1960,528,-,154,-,241,120,4675,2,2338,476,602,-,29.54%,12.39%,40.71%,11.36%,23.72%,139.66%
Michael Skoglund Begravningsbyrå AB,5565765541,2019,5388,334,332,332,175,0,0,2259,2259,1720,0,0,20,519,2259,-,-,-,-,-,0,5722,4,1347,483,332,-4.13%,14.70%,6.16%,54.99%,32.29%,76.14%,415.99%
Michael Skoglund Begravningsbyrå AB,5565765541,2018,5620,313,-529,2026,720,0,0,2035,2035,1545,0,0,16,474,2035,0,0,0,0,0,0,5933,6,937,391,-523,-44.05%,99.75%,36.12%,51.83%,27.78%,75.92%,429.32%
Michael Skoglund Begravningsbyrå AB,5565765541,2017,10045,172,662,648,113,0,14,1805,1819,825,14,0,0,980,1819,-,-,-,-,-,0,10217,7,1435,478,695,44.30%,36.45%,6.60%,56.71%,8.21%,45.95%,184.18%
Michael Skoglund Begravningsbyrå AB,5565765541,2016,6961,227,643,636,113,0,47,1450,1497,712,14,0,13,758,1497,-,-,1612,-,607,0,7188,5,1392,460,676,14.00%,43.22%,9.29%,60.42%,9.94%,48.29%,191.29%
Michael Skoglund Begravningsbyrå AB,5565765541,2015,6106,30,492,478,65,0,80,1232,1313,598,26,0,24,664,1313,-,-,1214,-,454,0,6136,4,1527,453,525,14.60%,37.47%,8.06%,59.86%,9.30%,47.09%,185.54%
Michael Skoglund Begravningsbyrå AB,5565765541,2014,5328,107,311,302,144,0,113,1381,1494,533,35,0,53,873,1494,-,-,1083,-,438,0,5435,3,1776,533,347,4.76%,20.95%,5.87%,58.07%,9.53%,37.50%,153.72%
Michael Skoglund Begravningsbyrå AB,5565765541,2013,5086,40,532,536,269,0,149,1850,1999,389,1023,0,0,588,1999,0,-,1066,-,470,0,5126,3,1695,520,548,0.69%,26.76%,10.52%,56.70%,24.81%,57.18%,285.88%
Michael Skoglund Begravningsbyrå AB,5565765541,2012,5051,41,818,862,484,0,0,3782,3782,2382,859,0,0,541,3782,0,-,1110,-,383,0,5092,3,1684,503,820,9.54%,22.85%,17.11%,59.18%,64.17%,79.72%,653.05%
Michael Skoglund Begravningsbyrå AB,5565765541,2011,4611,52,7,-7,78,0,2,3517,3519,1898,700,0,0,921,3519,0,-,1182,-,389,0,4663,3,1537,527,12,-13.49%,0.31%,0.24%,57.54%,56.30%,68.60%,351.14%
Michael Skoglund Begravningsbyrå AB,5565765541,2010,5330,64,637,574,429,0,7,3305,3311,1820,874,0,0,618,3311,246,-,887,-,375,0,5394,3,1777,523,642,-,17.34%,10.77%,56.06%,50.41%,74.42%,484.14%
Samir Alj Fält och Alicia Donat-Magnin            Designbastarder AB,5591711675,2019,647,150,294,294,171,0,0,1048,1048,221,74,0,0,753,1048,-,-,-,-,-,100,797,2,324,189,294,-,28.05%,45.44%,91.81%,45.60%,26.60%,139.18%
Stefan Jonsson Maskin AB,5568536253,2019,7860,298,1367,1371,875,0,2028,3304,5332,2363,1409,0,0,1560,5332,-,-,-,-,-,0,8158,3,2620,575,1607,0.13%,25.73%,17.46%,55.62%,22.19%,64.93%,198.46%
Stefan Jonsson Maskin AB,5568536253,2018,7850,21,825,825,631,0,1851,3178,5030,2188,1166,0,0,1675,5030,-,-,-,-,-,700,7871,4,1963,453,1019,21.29%,16.40%,10.51%,51.76%,19.15%,61.58%,180.42%
Stefan Jonsson Maskin AB,5568536253,2017,6472,10,609,605,464,0,1938,2557,4495,2157,1160,0,46,1131,4495,-,-,-,-,-,600,6482,4,1618,409,846,4.74%,13.55%,9.41%,56.54%,22.03%,68.12%,212.64%
Stefan Jonsson Maskin AB,5568536253,2016,6179,352,1226,1218,721,0,1896,2154,4050,2193,1160,0,46,651,4050,-,-,1133,-,337,500,6531,3,2060,500,1414,8.79%,30.27%,19.84%,59.73%,24.32%,76.49%,313.67%
Stefan Jonsson Maskin AB,5568536253,2015,5680,557,790,762,589,0,1768,2111,3879,1632,870,0,348,1030,3879,-,-,1169,-,369,160,6237,4,1420,395,977,-31.05%,20.37%,13.91%,55.11%,19.03%,59.57%,192.91%
Stefan Jonsson Maskin AB,5568536253,2014,8238,408,949,920,512,0,1954,1898,3853,1198,870,0,645,1140,3853,0,-,1855,-,572,155,8646,5,1648,492,1145,16.00%,24.73%,11.57%,54.77%,9.20%,48.70%,152.02%
Stefan Jonsson Maskin AB,5568536253,2013,7102,132,1017,1002,527,0,1890,2142,4032,836,614,0,937,1646,4032,-,-,1897,-,544,150,7234,5,1420,496,1186,11.37%,25.42%,14.43%,67.78%,6.98%,31.96%,123.03%
Stefan Jonsson Maskin AB,5568536253,2012,6377,-,752,750,402,0,598,1534,2132,452,339,0,485,856,2132,420,-,968,-,372,143,6377,4,1594,447,870,-,35.74%,11.95%,63.26%,10.63%,32.92%,165.77%
Johan Hedberg Långbrokonsult Aktiebolag,5591894018,2019,1357,-,289,286,218,0,0,724,724,268,0,0,0,456,724,-,-,-,-,-,170,1357,1,1357,809,289,-,39.92%,21.30%,100.00%,19.75%,37.02%,158.77%
Ancora Marin & Konsult AB,5567144224,2019,826,1,289,288,181,0,0,734,734,261,65,38,0,370,734,-,-,-,-,-,0,827,-,-,-,289,-37.14%,39.37%,34.99%,49.76%,44.07%,42.47%,133.24%
Ancora Marin & Konsult AB,5567144224,2018,1314,-,0,-1,-1,0,0,470,470,79,0,38,0,353,470,0,0,0,0,0,0,1314,0,-,-,0,-0.30%,0.00%,0.00%,11.11%,8.90%,16.81%,68.56%
Ancora Marin & Konsult AB,5567144224,2017,1318,-,-25,-28,-28,0,0,1063,1063,80,0,38,0,945,1063,0,0,0,0,0,0,1318,0,-,-,-18,2.33%,-2.35%,-1.90%,13.66%,8.95%,7.53%,17.78%
Ancora Marin & Konsult AB,5567144224,2016,1288,-,5,4,3,0,7,695,703,108,0,38,0,557,703,0,0,0,0,0,0,1288,-,-,-,12,42.48%,0.71%,0.39%,13.66%,10.71%,15.36%,23.16%
Ancora Marin & Konsult AB,5567144224,2015,904,-,-4,-6,-6,0,15,930,944,104,0,38,0,802,944,-,-,-,-,-,0,904,1,904,-,3,22.66%,-0.42%,-0.44%,13.94%,14.16%,11.02%,15.59%
Ancora Marin & Konsult AB,5567144224,2014,737,5,33,32,27,0,22,944,966,111,0,38,0,818,966,-,-,25,-,4,0,742,1,737,29,40,-4.78%,3.42%,4.48%,21.30%,17.10%,11.49%,28.12%
Ancora Marin & Konsult AB,5567144224,2013,774,-,-4,-10,-10,0,29,1040,1070,83,0,38,0,948,1070,0,-,0,-,0,0,774,1,774,1,3,2.25%,-0.28%,-0.39%,12.92%,11.89%,7.76%,30.80%
Ancora Marin & Konsult AB,5567144224,2012,757,26,6,0,0,0,0,749,749,93,0,50,0,605,749,-,-,4,-,1,0,783,1,757,6,10,-29.45%,0.80%,0.79%,16.38%,19.02%,12.42%,27.44%
Ancora Marin & Konsult AB,5567144224,2011,1073,-,31,23,23,0,20,764,784,94,0,50,0,640,784,0,-,0,-,0,0,1073,1,1073,7,40,16.38%,3.95%,2.89%,25.16%,11.56%,11.99%,17.97%
Ancora Marin & Konsult AB,5567144224,2010,922,-,-28,-35,-35,0,0,737,737,70,0,50,0,616,737,90,-,0,-,28,0,922,1,922,124,-28,-,-3.80%,-3.04%,28.20%,13.12%,9.50%,27.92%
C24 Bygg Kompaniet AB,5561359141,2019,249577,589,7683,7384,5499,0,55049,90400,145449,40211,0,0,54034,50459,145449,-,-,16915,-,6284,0,250166,48,5200,494,9353,-,5.54%,3.23%,27.36%,16.00%,28.05%,78.30%
C24 Bygg Kompaniet AB,5561359141,2019,239629,379,12541,11820,9147,0,25775,73396,99171,34712,745,0,19061,44653,99171,-,-,-,-,-,0,240008,42,5705,499,13799,81.91%,12.66%,5.24%,27.50%,11.99%,35.59%,72.90%
C24 Bygg Kompaniet AB,5561359141,2018,131730,88,6056,5527,4220,0,24189,45843,70033,25565,745,0,23585,20137,70033,-,-,-,-,0,0,131818,34,3874,490,6795,31.38%,8.66%,4.60%,27.37%,19.51%,37.33%,108.73%
C24 Bygg Kompaniet AB,5561359141,2017,100268,147,2917,2843,1606,0,1203,32802,34005,21345,745,0,0,11915,34005,-,-,-,-,0,0,100415,19,5277,437,3485,2.92%,8.60%,2.92%,27.72%,20.83%,64.48%,109.00%
C24 Bygg Kompaniet AB,5561359141,2016,97426,45,5179,5128,3969,0,1661,30888,32549,19739,0,0,3396,9414,32549,-,-,5722,-,2355,0,97471,21,4639,388,5916,18.07%,15.94%,5.33%,27.95%,22.04%,60.64%,136.49%
C24 Bygg Kompaniet AB,5561359141,2015,82512,415,2780,2722,2096,0,2283,24923,27206,17770,0,0,1629,7806,27206,-,-,5590,-,2204,2000,82927,20,4126,398,3487,2.55%,10.23%,3.37%,26.15%,20.74%,65.32%,116.77%
C24 Bygg Kompaniet AB,5561359141,2014,80462,-,3407,3380,3540,0,669,24698,25367,15674,0,0,2603,7090,25367,1274,-,3832,-,2009,0,80462,18,4470,409,3870,8.16%,13.54%,4.27%,26.12%,21.88%,61.79%,142.54%
C24 Bygg Kompaniet AB,5561359141,2013,74392,-,1350,1285,1125,0,1048,23033,24081,12446,1185,0,3547,6903,24081,1236,-,3751,-,2156,0,74392,18,4133,395,1830,-6.96%,5.70%,1.84%,26.55%,21.68%,55.31%,133.83%
C24 Bygg Kompaniet AB,5561359141,2012,79956,-,4136,4051,3468,0,8724,22954,31678,18321,1478,0,2810,9069,31678,1020,-,3692,-,2052,7000,79956,19,4208,360,4823,6.26%,13.14%,5.21%,28.44%,17.37%,61.27%,117.00%
C24 Bygg Kompaniet AB,5561359141,2011,75243,50,3444,3360,2801,0,8527,19910,28437,14853,2179,0,4013,7392,28437,1262,-,3639,-,2016,0,75293,19,3960,365,4053,-,12.17%,4.60%,26.57%,16.64%,57.88%,120.73%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2019,156920,4718,6168,5395,1475,0,29061,27914,56975,2782,9436,0,13393,31365,56975,0,-,36503,-,13078,0,161638,97,1618,551,20170,2.85%,10.83%,3.93%,84.01%,-2.20%,17.80%,88.84%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2018,152566,5272,5131,4243,602,0,29562,21700,51262,1759,6000,0,12828,30675,51262,270,-,34751,-,12543,500,157838,89,1714,576,20443,1.81%,10.01%,3.36%,84.85%,-5.88%,12.56%,70.74%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2017,149847,4493,-3318,-4539,4,0,46578,22356,68935,1158,2595,0,30755,34427,68935,627,-,33778,-,12333,0,154340,87,1722,580,14343,4.71%,-4.81%,-2.21%,82.48%,-8.06%,4.62%,64.94%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2016,143106,2898,-110,-1245,4,0,52172,24401,76573,1154,7180,0,31669,36571,76573,573,-,33875,-,12474,0,146004,88,1626,581,16695,2.97%,-0.14%,-0.08%,82.78%,-8.50%,8.82%,65.98%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2015,138984,2795,1569,221,145,0,51181,22222,73403,1151,8470,0,30468,33314,73403,659,-,31062,-,10979,0,141779,77,1805,608,16968,10.75%,2.18%,1.15%,81.46%,-7.98%,10.57%,63.57%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2014,125491,435,3149,1621,125,0,53224,22631,75855,1006,8470,0,32663,33716,75855,412,-,28079,-,9529,0,125926,70,1793,598,17102,26.17%,4.16%,2.52%,86.25%,-8.83%,10.04%,64.27%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2013,99465,234,2393,1225,1,0,36693,16652,53345,881,7100,0,33719,11645,53345,0,-,23583,-,7933,0,99699,63,1579,554,12594,10.22%,4.50%,2.41%,87.64%,5.03%,11.46%,139.09%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2012,90242,654,1046,6,0,0,32086,14133,46219,880,5908,0,29085,10345,46219,412,0,20784,0,7310,0,90896,59,1530,539,8699,15.95%,2.28%,1.17%,87.99%,4.20%,11.32%,133.05%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2011,77830,244,456,-233,1,0,24891,12363,37254,880,5929,0,21465,8981,37254,412,-,18352,-,6694,0,78074,58,1342,483,7271,26.17%,1.25%,0.60%,86.87%,4.35%,14.09%,132.19%
Abbekås Åkeri Per-Anders Andersson Aktiebolag,5565757019,2010,61688,333,1337,1049,222,0,20121,9929,30050,1009,6201,0,13981,8859,30050,412,-,14470,-,7106,129,62021,43,1435,513,6918,-,4.45%,2.17%,86.27%,1.73%,18.57%,106.49%
DKM montage AB,5569327314,2019,12104,171,-315,-406,-406,0,2317,1876,4193,174,0,0,1592,2427,4193,-,-,-,-,-,0,12275,10,1210,533,40,-19.65%,-7.49%,-2.59%,55.36%,-4.55%,4.15%,77.30%
DKM montage AB,5569327314,2018,15065,243,384,358,265,0,2672,1762,4434,430,0,0,458,3546,4434,-,-,-,-,-,0,15308,11,1370,576,739,5.19%,8.73%,2.57%,57.19%,-11.84%,9.70%,49.69%
DKM montage AB,5569327314,2017,14322,198,35,30,392,0,2492,2095,4588,1465,0,0,0,3123,4588,-,-,-,-,-,1300,14520,12,1194,519,338,17.82%,0.85%,0.27%,56.07%,-7.18%,31.93%,45.73%
DKM montage AB,5569327314,2016,12156,183,1738,1715,977,0,2241,1927,4169,1233,479,0,0,2457,4169,-,-,2378,-,739,160,12339,10,1216,335,1939,149.56%,41.69%,14.30%,55.74%,-4.36%,38.54%,78.43%
DKM montage AB,5569327314,2015,4871,-,272,255,196,0,982,1640,2622,256,35,0,0,2331,2622,-,-,1360,-,399,0,4871,5,974,368,292,63.29%,10.37%,5.58%,69.14%,-14.19%,10.80%,70.36%
DKM montage AB,5569327314,2014,2983,-,-170,-180,-180,0,0,541,541,60,0,0,0,481,541,-,-,1054,-,463,0,2983,3,994,532,-170,-,-31.42%,-5.70%,77.04%,2.01%,11.09%,112.47%
Oskar Eriksson AB,5591897425,2019,1419,-,2,-2,-3,0,16,245,261,47,0,0,0,214,261,-,-,-,-,-,0,1419,1,1419,380,4,-,0.77%,0.14%,47.57%,2.18%,18.01%,107.01%
Kjell Jansson Förvaltning AB,5560890344,2019,7736,635,1161,910,694,0,15546,849,16395,2949,0,400,7032,6014,16395,-,-,-,-,-,0,8371,-,-,-,3449,18.07%,7.08%,15.01%,100.00%,-66.77%,17.99%,14.12%
Kjell Jansson Förvaltning AB,5560890344,2018,6552,1411,2279,3171,2695,0,14953,2206,17159,3456,0,400,8223,5080,17159,-,-,-,-,-,1200,7963,-,-,-,4282,9.58%,20.28%,53.10%,100.00%,-43.86%,20.14%,43.43%
Kjell Jansson Förvaltning AB,5560890344,2017,5979,658,-1363,922,2547,0,11779,3908,15687,3560,0,400,7970,3756,15687,0,-,0,-,0,0,6637,0,-,-,1550,75.85%,7.25%,19.02%,100.00%,2.54%,22.69%,104.05%
Kjell Jansson Förvaltning AB,5560890344,2016,3400,1430,209,48,809,0,10170,1024,11194,1513,1702,400,4919,2660,11194,0,-,0,-,0,500,4830,0,-,-,1852,55.89%,1.89%,6.24%,100.00%,-48.12%,25.38%,38.50%
Kjell Jansson Förvaltning AB,5560890344,2015,2181,854,1358,1176,300,0,11813,2752,14565,2254,2202,400,6459,3250,14565,0,-,0,-,0,250,3035,0,-,-,2516,-3.75%,9.32%,62.27%,100.00%,-22.83%,27.27%,84.68%
Kjell Jansson Förvaltning AB,5560890344,2014,2266,612,955,798,332,0,8480,328,8808,2153,2020,400,2169,2066,8808,0,-,0,-,0,200,2878,0,-,-,2151,4.76%,10.85%,42.19%,100.00%,-76.70%,42.33%,15.88%
Kjell Jansson Förvaltning AB,5560890344,2013,2163,542,116,-165,-5,0,9722,1463,11186,1972,1674,0,5186,2354,11186,0,-,0,-,0,150,2705,0,-,-,1263,-19.14%,1.04%,5.36%,100.00%,-41.19%,28.66%,62.15%
Kjell Jansson Förvaltning AB,5560890344,2012,2675,-,-949,-1336,197,0,10630,888,11518,2277,1521,0,5567,2154,11518,0,0,0,0,0,300,2675,0,-,-,844,-5.68%,-8.22%,-35.40%,82.73%,-47.33%,29.50%,41.23%
Kjell Jansson Förvaltning AB,5560890344,2011,2836,32,-354,-710,1,0,10122,1998,12120,2280,1701,0,5880,2260,12120,0,0,0,0,36,200,2868,1,2836,-,1089,-28.31%,-2.92%,-12.48%,99.93%,-9.24%,29.16%,88.41%
Kjell Jansson Förvaltning AB,5560890344,2010,3956,-,318,23,5,0,11524,1910,13434,2279,1203,0,6888,3064,13434,0,-,0,-,53,0,3956,1,3956,53,1696,-,2.38%,8.09%,84.00%,-29.17%,23.56%,62.34%
SP Bygg & El i Öresund AB,5590125935,2019,7907,20,665,663,388,0,97,2960,3057,1074,395,0,0,1588,3057,-,-,-,-,-,0,7927,3,2636,767,695,13.54%,21.75%,8.41%,46.14%,17.35%,45.21%,186.40%
SP Bygg & El i Öresund AB,5590125935,2018,6964,25,903,902,523,0,57,2182,2240,685,228,0,0,1326,2240,-,-,-,-,-,0,6989,3,2321,754,921,26.57%,40.31%,12.97%,59.08%,12.29%,38.52%,164.56%
